name,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,bug
org.apache.lucene.search.spans.SpanWeight,10,2,1,10,21,1,7,0,97.0,7.0,24,0,0,0.0,7,50.0,12.0,8,1,0,6,64.0,22.0,8.0,45.0,20.0,5.625,19.0,16.0,2.375,244.714,78.933,0
org.apache.lucene.search.FuzzyTermEnum,6,3,2,4,66,0,11,0,135.0,12.0,24,11,7,0.0,4,51.0,36.0,15,2,0,6,498.0,201.0,33.2,366.0,177.0,24.4,132.0,106.0,8.8,368.143,161.324,0
org.apache.lucene.search.function.ShortFieldSource,4,3,0,4,10,0,1,0,43.0,5.0,31,1,0,0.0,5,13.0,8.0,2,0,0,1,3.0,2.0,1.5,3.0,2.0,1.5,0.0,0.0,0.0,70.1429,18.0952,0
org.apache.lucene.search.payloads.BoostingTermQuery,4,4,1,3,3,0,0,1,13.0,3.0,54,0,0,0.0,2,6.0,5.0,10,1,0,3,56.0,43.0,5.6,51.0,26.0,5.1,5.0,31.0,0.5,80.0,9.34694,0
org.apache.lucene.search.highlight.TokenSources,2,1,0,2,1,0,0,0,21.0,2.0,9,0,0,0.0,2,7.0,5.0,5,0,0,5,70.0,43.0,14.0,18.0,8.0,3.6,52.0,36.0,10.4,190.0,146.902,0
org.apache.lucene.demo.html.ParserThread,6,1,1,6,1,0,1,2,23.0,2.0,31,0,0,1.0,1,11.0,2.0,4,0,0,4,31.0,13.0,7.75,68.0,51.0,17.0,-37.0,1.0,-9.25,349.571,143.184,0
org.tartarus.snowball.ext.EnglishStemmer,1,2,0,1,136,0,17,6,1131.0,17.0,35,17,16,0.0,1,127.0,206.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0,0
org.apache.lucene.index.TermVectorEntry,6,1,5,1,66,0,5,0,51.0,12.0,9,4,0,1.0,9,16.0,18.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,63.2857,0,0
org.apache.lucene.LucenePackage,1,1,0,1,1,0,0,0,4.0,2.0,9,0,1,0.0,1,3.0,2.0,3,0,0,3,7.0,6.0,2.33333,6.0,5.0,2.0,1.0,1.0,0.333333,186.571,74.3265,0
org.apache.lucene.index.FieldSortedTermVectorMapper,4,2,3,1,10,0,4,0,19.0,5.0,15,4,0,0.0,5,9.0,5.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,63.2857,0,0
org.apache.lucene.store.BufferedIndexInput,7,2,5,2,78,4,6,0,131.0,13.0,33,4,2,0.0,8,36.0,30.0,12,3,0,5,145.0,52.0,12.0833,52.0,13.0,4.33333,93.0,48.0,7.75,211.857,132.914,0
org.apache.lucene.index.FieldInfos,18,1,14,4,78,0,9,0,107.0,13.0,9,2,2,0.0,9,52.0,32.0,25,3,1,11,398.0,110.0,15.92,238.0,51.0,9.52,160.0,77.0,6.4,368.143,198.416,1
org.apache.lucene.index.TermInfosReader,8,1,1,7,105,0,13,0,154.0,15.0,9,13,5,0.0,5,55.0,39.0,26,1,0,9,334.0,89.0,12.8462,221.0,51.0,8.5,113.0,54.0,4.34615,368.143,251.482,1
org.apache.lucene.swing.models.RestaurantInfo,3,1,3,0,153,0,8,0,51.0,18.0,9,8,0,0.0,18,20.0,17.0,2,0,0,2,2.0,1.0,1.0,4.0,3.0,2.0,-2.0,0,-1.0,187.0,91.8571,0
org.apache.lucene.benchmark.byTask.tasks.TaskSequence,11,2,4,7,253,0,14,2,240.0,23.0,39,13,8,1.0,14,89.0,72.0,12,3,0,4,430.0,295.0,35.8333,348.0,295.0,29.0,82.0,25.0,6.83333,90.5714,18.2093,0
org.apache.lucene.index.FreqProxTermsWriterPerThread,2,2,1,1,10,0,2,0,13.0,5.0,13,0,0,2.0,3,6.0,5.0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0,0
org.apache.lucene.index.DocInverter,4,2,0,4,21,0,2,1,53.0,7.0,15,0,0,2.0,4,33.0,9.0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0,0
org.apache.lucene.util.SortedVIntList,4,2,2,3,15,0,7,0,62.0,6.0,11,6,2,0.0,4,13.0,10.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,35.5714,0,0
org.apache.lucene.analysis.cn.ChineseAnalyzer,2,2,0,2,1,0,0,0,7.0,2.0,15,0,0,0.0,2,4.0,2.0,2,0,0,2,2,1,1.0,2,1,1.0,0,0,0.0,250.143,2.14286,0
org.apache.lucene.store.je.JEDirectory,8,2,1,7,91,0,5,2,102.0,14.0,27,0,0,0.0,14,64.0,21.0,4,0,0,4,9.0,6.0,2.25,9.0,5.0,2.25,0.0,1.0,0.0,143.857,52.7143,0
org.apache.lucene.search.highlight.GradientFormatter,5,1,1,4,21,1,16,0,132.0,7.0,10,2,2,12.0,3,46.0,23.0,4,0,0,2,4,1,1.0,4,1,1.0,0,0,0.0,196.714,0.75,0
org.apache.lucene.wordnet.Syns2Index,8,1,0,8,6,0,5,0,154.0,4.0,9,3,3,0.0,1,62.0,18.0,6,0,0,3,6,1,1.0,6,1,1.0,0,0,0.0,308.0,69.1667,0
org.apache.lucene.index.MergePolicy,1,1,1,0,15,1,0,0,3.0,6.0,9,0,0,0.0,0,7.0,1.0,8,1,0,1,72.0,19.0,9.0,24.0,13.0,3.0,48.0,18.0,6.0,55.1429,15.2698,0
org.apache.lucene.search.QueryUtils,26,1,13,14,28,0,0,0,167.0,8.0,9,0,2,0.0,6,56.0,25.0,11,3,0,5,352.0,128.0,32.0,192.0,128.0,17.4545,160.0,58.0,14.5455,151.143,74.1039,0
org.apache.lucene.index.memory.SynonymTokenFilter,3,3,0,3,6,0,7,1,56.0,4.0,16,6,1,0.0,2,17.0,14.0,5,0,0,4,128.0,100.0,25.6,125.0,100.0,25.0,3.0,3.0,0.6,148.571,46.856,0
org.apache.lucene.search.DisjunctionSumScorer,5,3,1,4,36,0,8,0,98.0,9.0,17,6,1,0.0,7,41.0,31.0,5,1,0,3,95.0,85.0,19.0,71.0,62.0,14.2,24.0,23.0,4.8,193.286,88.7594,0
org.apache.lucene.store.NativeFSLockFactory,8,2,2,6,10,0,1,1,53.0,5.0,13,1,1,0.0,3,28.0,14.0,9,3,0,2,213.0,119.0,23.6667,194.0,92.0,21.5556,19.0,27.0,2.11111,103.286,12.9215,0
org.apache.lucene.queryParser.surround.query.SpanNearClauseFactory,8,1,2,6,55,0,4,0,50.0,11.0,9,4,0,0.0,10,39.0,16.0,3,1,0,2,7.0,6.0,2.33333,19.0,13.0,6.33333,-12.0,1.0,-4.0,170.143,60.2449,0
org.apache.lucene.search.spell.PlainTextDictionary,2,1,1,1,1,0,3,0,6.0,2.0,10,3,0,0.0,2,4.0,2.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,205.143,0,0
org.apache.lucene.store.BufferedIndexOutput,1,2,0,1,28,0,4,0,58.0,8.0,24,3,0,0.0,7,18.0,14.0,7,1,0,4,63.0,35.0,9.0,18.0,7.0,2.57143,45.0,33.0,6.42857,210.143,89.0612,0
org.apache.lucene.document.MapFieldSelector,2,2,2,0,1,0,1,0,9.0,2.0,19,0,0,1.0,2,5.0,4.0,5,0,0,3,18.0,15.0,3.6,9.0,5.0,1.8,9.0,10.0,1.8,121.571,47.5873,0
org.apache.lucene.search.MockFilter,3,2,1,2,6,0,1,0,10.0,4.0,21,1,0,0.0,4,6.0,3.0,3,0,0,2,3,1,1.0,3,1,1.0,0,0,0.0,200.429,44.8571,0
org.apache.lucene.store.instantiated.InstantiatedIndex,20,1,5,17,136,0,8,0,226.0,17.0,18,8,0,0.0,10,128.0,43.0,3,0,0,2,87.0,83.0,29.0,11.0,7.0,3.66667,76.0,76.0,25.3333,29.8571,15.4795,0
org.apache.lucene.index.FieldReaderException,0,1,0,0,0,0,0,0,3.0,1.0,28,0,0,0.0,1,1.0,1.0,4,1,0,3,97.0,79.0,24.25,88.0,79.0,22.0,9.0,7.0,2.25,121.571,84.5449,0
org.apache.lucene.store.LockFactory,6,1,6,0,6,6,1,0,6.0,4.0,9,0,0,0.0,4,4.0,2.0,6,1,0,2,32.0,11.0,5.33333,14.0,5.0,2.33333,18.0,9.0,3.0,110.143,26.9509,0
org.apache.lucene.benchmark.quality.trec.QueryDriver,8,1,0,8,0,0,0,0,35.0,1.0,9,0,0,0.0,1,18.0,1.0,2,0,0,2,3.0,2.0,1.5,2.0,1.0,1.0,1.0,1.0,0.5,51.0,7.42857,0
org.apache.lucene.index.TermsHashConsumerPerField,1,1,1,0,15,2,0,0,0.0,6.0,9,0,0,0.0,0,6.0,0.0,2,0,1,1,2.0,1.0,1.0,1.0,1,0.5,1.0,1.0,0.5,11.7143,1.28571,0
org.apache.lucene.xmlparser.builders.TermsQueryBuilder,11,1,1,10,1,0,1,0,37.0,2.0,10,0,0,1.0,2,22.0,4.0,4,0,0,3,21.0,16.0,5.25,12.0,6.0,3.0,9.0,12.0,2.25,119.143,44.5442,0
org.apache.lucene.search.spans.TermSpans,5,2,2,3,45,0,6,0,64.0,10.0,16,0,0,0.0,10,23.0,16.0,2,0,0,1,16.0,15.0,8.0,2.0,1.0,1.0,14.0,14.0,7.0,80.0,68.4375,0
org.apache.lucene.demo.html.TokenMgrError,5,1,2,3,6,0,5,0,57.0,4.0,27,0,0,1.0,2,26.0,17.0,3,1,0,2,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,264.857,159.143,0
org.apache.lucene.search.TopDocs,6,1,6,0,3,1,3,0,11.0,3.0,18,1,0,2.0,3,3.0,3.0,7,1,0,4,50.0,15.0,7.14286,67.0,51.0,9.57143,-17.0,13.0,-2.42857,368.143,151.086,0
org.apache.lucene.benchmark.quality.trec.TrecJudge,7,1,2,5,6,0,1,0,77.0,4.0,12,0,0,1.0,4,45.0,21.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,62.7143,0,0
org.apache.lucene.demo.html.SimpleCharStream,6,1,1,5,190,0,16,0,256.0,20.0,9,0,0,4.0,15,38.0,47.0,4,0,0,4,65.0,46.0,16.25,27.0,18.0,6.75,38.0,38.0,9.5,264.857,227.662,0
org.apache.lucene.index.TermsHashConsumerPerThread,2,1,2,0,6,2,0,0,0.0,4.0,9,0,0,0.0,2,4.0,0.0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0,0
org.apache.lucene.index.FormatPostingsPositionsConsumer,2,1,2,0,1,1,0,0,0.0,2.0,9,0,0,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.lucene.queryParser.surround.parser.QueryParser,20,1,2,18,903,0,31,26,583.0,43.0,9,17,9,14.0,22,221.0,174.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,170.143,0,0
org.apache.lucene.store.instantiated.InstantiatedTermPositions,4,2,1,3,21,0,1,2,35.0,7.0,35,1,0,0.0,7,15.0,9.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,29.8571,0,0
org.apache.lucene.analysis.el.GreekCharsets,2,1,1,1,0,0,3,0,225.0,1.0,9,0,0,3.0,1,2.0,79.0,2,0,0,2,1.0,1,0.5,2.0,1.0,1.0,-1.0,0,-0.5,180.286,0,0
org.apache.lucene.benchmark.stats.QueryData,4,1,2,2,6,0,5,0,26.0,4.0,9,0,0,5.0,4,10.0,10.0,3,0,0,2,1.0,1,0.333333,2.0,1.0,0.666667,-1.0,0.0,-0.333333,99.0,0,0
org.apache.lucene.benchmark.byTask.feeds.FileBasedQueryMaker,8,2,0,8,0,0,0,3,49.0,1.0,23,0,0,0.0,0,24.0,9.0,2,0,0,2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,81.0,9.0,0
org.tartarus.snowball.ext.FinnishStemmer,1,2,0,1,78,0,18,6,877.0,13.0,35,18,12,0.0,1,85.0,140.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0,0
org.apache.lucene.search.highlight.SpanScorer,7,1,3,4,45,0,7,0,77.0,10.0,12,7,1,0.0,9,29.0,19.0,3,0,0,3,7.0,5.0,2.33333,7.0,5.0,2.33333,0.0,0.0,0.0,23.1429,15.8775,0
org.apache.lucene.search.regex.RegexQuery,6,3,2,4,15,0,1,2,27.0,6.0,51,1,0,0.0,5,17.0,10.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,151.571,0,0
org.apache.lucene.document.Field,14,3,11,3,15,0,0,16,49.0,6.0,104,0,0,0.0,6,13.0,17.0,46,7,0,10,991.0,136.0,21.5435,684.0,199.0,14.8696,307.0,133.0,6.67391,368.143,189.416,1
org.tartarus.snowball.ext.TurkishStemmer,1,2,0,1,861,0,34,6,2864.0,42.0,35,34,41,0.0,1,312.0,479.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0,0
org.apache.lucene.analysis.WhitespaceTokenizer,19,4,18,1,1,0,0,1,6.0,2.0,21,0,0,0.0,1,3.0,2.0,5,2,0,2,22.0,13.0,4.4,59.0,51.0,11.8,-37.0,1.0,-7.4,349.857,135.565,0
org.apache.lucene.demo.DeleteFiles,4,1,0,4,1,0,0,0,32.0,2.0,9,0,1,0.0,1,14.0,3.0,7,1,0,5,46.0,18.0,6.57143,69.0,51.0,9.85714,-23.0,9.0,-3.28571,349.571,154.186,0
org.apache.lucene.xmlparser.builders.FuzzyLikeThisQueryBuilder,6,1,1,5,1,0,5,0,22.0,2.0,10,1,0,4.0,2,16.0,3.0,2,0,0,1,17.0,16.0,8.5,2.0,1.0,1.0,15.0,15.0,7.5,136.571,45.042,0
org.apache.lucene.index.InvertedDocConsumerPerField,1,1,1,0,6,1,0,0,0.0,4.0,9,0,0,0.0,0,4.0,0.0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0,0
org.apache.lucene.index.SegmentMergeInfo,6,1,3,3,10,0,6,0,44.0,5.0,9,2,0,4.0,0,14.0,12.0,6,0,0,4,48.0,17.0,8.0,73.0,51.0,12.1667,-25.0,14.0,-4.16667,368.143,170.17,0
org.apache.lucene.search.FuzzyLikeThisQuery,18,2,2,16,15,0,7,0,141.0,6.0,39,0,1,7.0,5,68.0,24.0,8,2,0,4,98.0,52.0,12.25,78.0,47.0,9.75,20.0,17.0,2.5,136.571,56.8426,0
org.apache.lucene.index.FieldInvertState,4,1,4,0,21,0,5,0,29.0,7.0,9,0,0,5.0,6,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.lucene.index.DocFieldConsumersPerThread,3,2,1,3,10,0,4,0,37.0,5.0,13,0,0,4.0,5,12.0,7.0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0,0
org.apache.lucene.store.GCJIndexInput,2,2,1,1,55,0,6,0,14.0,11.0,33,4,2,2.0,9,14.0,5.0,4,0,0,3,9.0,6.0,2.25,9.0,5.0,2.25,0.0,1.0,0.0,211.286,74.3492,0
org.apache.lucene.store.MMapDirectory,0,3,0,0,1,0,1,3,5.0,2.0,29,1,0,0.0,1,3.0,2.0,8,3,0,5,159.0,128.0,19.875,44.0,16.0,5.5,115.0,116.0,14.375,210.143,10.2749,1
org.apache.lucene.store.instantiated.InstantiatedTermEnum,3,2,1,3,15,0,3,0,51.0,6.0,15,3,0,0.0,6,23.0,12.0,2,0,0,2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,29.8571,7.64286,1
org.apache.lucene.wordnet.SynExpand,9,1,0,9,1,0,0,0,70.0,2.0,9,0,0,0.0,2,38.0,12.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,195.143,0,0
org.apache.lucene.xmlparser.builders.MatchAllDocsQueryBuilder,2,1,1,1,1,0,0,0,3.0,2.0,10,0,0,0.0,2,3.0,1.0,2,0,0,1,17.0,16.0,8.5,2.0,1.0,1.0,15.0,15.0,7.5,132.286,41.0084,0
org.apache.lucene.benchmark.quality.utils.QualityQueriesFinder,9,1,0,9,10,0,2,0,64.0,5.0,9,2,4,0.0,1,33.0,15.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,62.7143,0,0
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTask,10,2,0,10,21,0,7,2,73.0,7.0,39,4,1,1.0,6,41.0,17.0,2,0,0,1,4.0,3.0,2.0,3.0,2.0,1.5,1.0,1.0,0.5,63.0,1.60714,0
org.apache.lucene.store.LockObtainFailedException,3,1,3,0,0,0,0,0,3.0,1.0,27,0,0,0.0,1,1.0,1.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,85.0,0,0
org.apache.lucene.search.WildcardQuery,10,3,6,4,6,0,1,2,19.0,4.0,49,1,0,0.0,3,12.0,7.0,9,2,0,6,56.0,13.0,6.22222,73.0,51.0,8.11111,-17.0,11.0,-1.88889,368.143,172.074,0
org.apache.lucene.search.TimeLimitedCollector,5,2,1,4,15,0,8,0,30.0,6.0,11,6,0,1.0,6,12.0,8.0,2,1,0,1,40.0,39.0,20.0,2.0,1.0,1.0,38.0,38.0,19.0,34.1429,4.875,1
org.apache.lucene.benchmark.byTask.feeds.ReutersQueryMaker,6,2,0,6,3,0,1,3,48.0,3.0,23,1,2,0.0,0,35.0,7.0,5,0,0,4,121.0,107.0,24.2,164.0,107.0,32.8,-43.0,0.0,-8.6,90.5714,11.3022,0
org.apache.lucene.xmlparser.builders.TermsFilterBuilder,8,1,1,7,1,0,1,0,32.0,2.0,10,0,0,1.0,2,15.0,4.0,7,0,0,4,50.0,23.0,7.14286,48.0,27.0,6.85714,2.0,15.0,0.285714,136.571,30.3743,0
org.apache.lucene.analysis.ar.ArabicNormalizer,2,1,1,1,3,0,17,0,27.0,3.0,9,0,0,0.0,2,5.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.lucene.swing.models.TableSearcher,16,1,6,11,153,0,7,0,165.0,18.0,39,6,5,0.0,13,84.0,30.0,6,2,0,6,20.0,10.0,3.33333,23.0,13.0,3.83333,-3.0,1.0,-0.5,187.0,63.5,0
org.apache.lucene.ant.HtmlDocument,14,1,2,12,21,0,1,0,98.0,7.0,9,1,1,0.0,6,58.0,16.0,3,1,0,1,3,1,1.0,3,1,1.0,0,0,0.0,325.857,53.2381,0
org.apache.lucene.search.WildcardTermEnum,5,3,1,4,15,0,8,0,133.0,6.0,24,0,0,6.0,5,31.0,26.0,13,2,0,7,278.0,119.0,21.3846,228.0,118.0,17.5385,50.0,72.0,3.84615,368.143,80.5118,0
org.apache.lucene.queryParser.surround.parser.FastCharStream,3,1,1,2,91,0,6,0,75.0,14.0,19,0,1,6.0,13,24.0,19.0,2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,60.2449,0
org.apache.lucene.search.similar.MoreLikeThis,18,1,1,17,496,0,22,0,285.0,32.0,9,12,4,0.0,28,105.0,68.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,194.286,0,0
org.apache.lucene.index.StoredFieldsWriterPerField,6,2,1,5,3,0,3,0,31.0,3.0,11,0,0,3.0,2,10.0,6.0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0,0
org.apache.lucene.analysis.ru.RussianLowerCaseFilter,4,3,1,3,1,0,1,1,19.0,2.0,16,0,0,1.0,2,6.0,4.0,4,0,0,2,4,1,1.0,4,1,1.0,0,0,0.0,316.286,26.1071,0
org.apache.lucene.benchmark.byTask.feeds.SimpleSloppyPhraseQueryMaker,2,3,0,2,0,0,0,3,46.0,1.0,24,0,0,0.0,0,16.0,10.0,4,0,0,3,83.0,63.0,20.75,66.0,63.0,16.5,17.0,17.0,4.25,90.5714,13.0981,0
org.apache.lucene.index.IndexFileNameFilter,2,1,1,1,6,0,3,0,46.0,4.0,18,2,0,1.0,4,22.0,18.0,6,0,0,5,66.0,52.0,11.0,17.0,5.0,2.83333,49.0,47.0,8.16667,173.857,76.8528,0
org.apache.lucene.analysis.payloads.TypeAsPayloadTokenFilter,4,3,1,3,1,0,0,1,12.0,2.0,16,0,0,0.0,2,9.0,5.0,2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,43.7143,31.4694,0
org.apache.lucene.search.DocIdSet,8,1,8,0,1,3,0,0,0.0,2.0,9,0,0,0.0,2,2.0,0.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,35.5714,0,0
org.apache.lucene.index.CharBlockPool,4,1,2,2,3,0,7,0,21.0,3.0,9,1,0,6.0,3,6.0,4.0,2,0,1,1,8.0,7.0,4.0,8.0,7.0,4.0,0.0,0.0,0.0,30.0,16.0,0
org.apache.lucene.index.IndexModifier,8,1,3,5,253,1,10,0,189.0,23.0,9,0,0,0.0,19,84.0,39.0,22,3,0,7,230.0,106.0,10.4545,133.0,28.0,6.04545,97.0,79.0,4.40909,174.286,66.6702,0
org.tartarus.snowball.ext.SpanishStemmer,1,2,0,1,66,0,14,6,919.0,12.0,35,14,11,0.0,1,104.0,162.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0,0
org.apache.lucene.analysis.snowball.SnowballAnalyzer,4,2,0,4,1,0,2,0,13.0,2.0,15,2,0,0.0,2,8.0,3.0,4,0,0,2,4,1,1.0,4,1,1.0,0,0,0.0,302.714,36.6071,0
org.apache.lucene.index.IndexFileNames,9,1,7,2,3,0,26,0,20.0,3.0,9,0,0,0.0,0,6.0,8.0,13,2,0,6,175.0,89.0,13.4615,30.0,8.0,2.30769,145.0,83.0,11.1538,173.857,98.0906,0
org.apache.lucene.misc.SweetSpotSimilarity,6,3,1,5,36,0,13,1,94.0,9.0,41,13,0,0.0,9,36.0,18.0,3,0,0,3,11.0,6.0,3.66667,10.0,5.0,3.33333,1.0,1.0,0.333333,123.857,31.013,0
org.apache.lucene.store.db.DbLock,1,2,1,0,6,0,1,3,11.0,4.0,12,0,0,1.0,4,4.0,4.0,2,0,0,1,2,1,1.0,2,1,1.0,0,0,0.0,247.0,26.4286,0
org.tartarus.snowball.ext.FrenchStemmer,1,2,0,1,91,0,14,6,1295.0,14.0,35,14,13,0.0,1,150.0,219.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0,0
org.apache.lucene.search.ConstantScoreQuery,11,2,7,4,28,0,1,0,30.0,8.0,39,0,0,0.0,7,16.0,12.0,9,2,0,5,187.0,158.0,20.7778,175.0,158.0,19.4444,12.0,6.0,1.33333,151.143,23.3155,0
org.apache.lucene.store.LockReleaseFailedException,2,1,2,0,0,0,0,0,3.0,1.0,27,0,0,0.0,1,1.0,1.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,46.8571,0,0
org.apache.lucene.analysis.de.GermanStemmer,4,1,1,3,28,0,2,0,171.0,8.0,9,2,6,0.0,1,123.0,58.0,12,7,0,5,12,1,1.0,12,1,1.0,0,0,0.0,367.143,78.2381,0
org.apache.lucene.index.MultiReader,9,2,2,7,378,0,8,2,215.0,28.0,58,7,3,0.0,19,84.0,57.0,35,7,1,9,711.0,203.0,20.3143,771.0,433.0,22.0286,-60.0,196.0,-1.71429,241.857,126.647,1
org.apache.lucene.queryParser.surround.query.DistanceQuery,8,3,1,7,21,0,2,1,68.0,7.0,47,2,0,0.0,7,36.0,13.0,2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,60.2449,0
org.apache.lucene.search.ConstantScoreRangeQuery,3,4,2,1,3,0,0,2,10.0,3.0,63,0,0,0.0,3,5.0,3.0,6,1,0,3,25.0,16.0,4.16667,149.0,138.0,24.8333,-124.0,13.0,-20.6667,151.143,111.337,0
org.apache.lucene.analysis.TeeTokenFilter,6,3,4,2,1,0,1,1,10.0,2.0,16,0,0,1.0,2,4.0,2.0,4,0,0,2,24.0,17.0,6.0,6.0,4.0,1.5,18.0,17.0,4.5,44.8571,37.256,0
org.apache.lucene.util.cache.Cache,2,1,2,0,15,2,0,0,6.0,6.0,9,0,0,0.0,5,8.0,2.0,2,0,0,1,6.0,5.0,3.0,1.0,1,0.5,5.0,5.0,2.5,19.7143,0.119048,0
org.apache.lucene.search.TermsFilter,6,2,3,3,15,0,1,0,63.0,6.0,21,0,0,1.0,6,36.0,15.0,7,1,0,3,101.0,30.0,14.4286,22.0,16.0,3.14286,79.0,30.0,11.2857,136.571,98.8543,0
org.apache.lucene.store.IndexInput,46,1,45,1,120,12,3,0,89.0,16.0,18,3,1,0.0,15,37.0,24.0,6,0,0,4,88.0,29.0,14.6667,15.0,7.0,2.5,73.0,27.0,12.1667,211.857,126.529,0
org.apache.lucene.index.MockIndexInput,2,3,1,1,10,0,3,2,28.0,5.0,44,3,0,0.0,3,6.0,7.0,3,0,0,3,10.0,6.0,3.33333,12.0,6.0,4.0,-2.0,1.0,-0.666667,211.857,68.2286,0
org.apache.lucene.search.Collector,2,2,1,1,1,0,2,0,25.0,2.0,11,2,0,0.0,2,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.lucene.queryParser.precedence.PrecedenceQueryParser,24,1,1,23,1081,1,37,36,822.0,47.0,9,24,10,11.0,30,284.0,244.0,7,1,0,1,7,1,1.0,7,1,1.0,0,0,0.0,187.286,0.979592,0
org.apache.lucene.index.TermEnum,42,1,41,1,15,6,0,0,7.0,6.0,9,0,0,0.0,6,9.0,3.0,6,0,0,4,49.0,23.0,8.16667,65.0,51.0,10.8333,-16.0,23.0,-2.66667,368.143,132.746,0
org.apache.lucene.store.MockRAMInputStream,4,3,1,3,3,0,3,1,44.0,3.0,49,3,0,0.0,3,11.0,6.0,4,3,0,2,33.0,19.0,8.25,15.0,7.0,3.75,18.0,12.0,4.5,83.4286,15.0433,0
org.apache.lucene.wikipedia.analysis.WikipediaTokenizerImpl,6,1,1,5,231,0,64,0,422.0,22.0,9,34,7,0.0,12,77.0,139.0,6,0,0,2,551.0,268.0,91.8333,604.0,276.0,100.667,-53.0,0.0,-8.83333,39.7143,1.63158,0
org.apache.lucene.util.OpenBitSetIterator,2,2,2,0,10,0,8,0,73.0,5.0,13,7,1,0.0,4,7.0,16.0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,35.5714,0,0
org.apache.lucene.search.DefaultSimilarity,8,2,6,2,45,3,1,0,32.0,10.0,31,0,0,0.0,10,19.0,10.0,4,0,0,3,20.0,13.0,5.0,59.0,51.0,14.75,-39.0,1.0,-9.75,308.857,109.871,0
org.apache.lucene.index.InvertedDocConsumer,2,1,2,0,15,1,1,0,3.0,6.0,9,0,0,1.0,0,6.0,1.0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0,0
org.apache.lucene.analysis.ngram.NGramTokenFilter,3,3,1,2,3,0,5,1,32.0,3.0,16,3,1,0.0,2,13.0,8.0,3,0,0,2,10.0,9.0,3.33333,14.0,12.0,4.66667,-4.0,0,-1.33333,82.1429,67.6286,1
org.apache.lucene.search.MultiSearcher,13,3,8,5,78,1,3,0,111.0,13.0,37,3,0,0.0,11,38.0,25.0,28,4,0,9,387.0,166.0,13.8214,210.0,51.0,7.5,177.0,161.0,6.32143,368.143,140.47,1
