name,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,bug
org.eclipse.jdt.internal.codeassist.select.SelectionOnMessageSend,8,5,1,7,6,0,0,397,65.0,4.0,94,0,1,0.0,3,25.0,24.0,43,3,0,6,392.0,71.0,9.11628,318.0,71.0,7.39535,74.0,52.0,1.72093,367.0,61.2591,0
org.eclipse.jdt.internal.compiler.lookup.PackageBinding,14,2,11,6,136,1,6,153,136.0,17.0,16,0,3,6.0,7,54.0,45.0,59,7,0,9,588.0,205.0,9.9661,594.0,205.0,10.0678,-6.0,21.0,-0.101695,367.0,79.0481,1
org.eclipse.jdt.internal.core.search.TypeNameMatchRequestorWrapper,14,1,0,14,6,0,6,0,121.0,4.0,9,5,2,1.0,2,59.0,32.0,11,1,0,3,194.0,141.0,17.6364,78.0,33.0,7.09091,116.0,121.0,10.5455,89.0,6.10604,0
org.eclipse.jdt.core.dom.TagElement,6,2,4,2,105,0,24,95,70.0,15.0,68,3,0,0.0,5,40.0,19.0,31,8,0,7,508.0,87.0,16.3871,85.0,9.0,2.74194,423.0,87.0,13.6452,229.714,7.75506,0
org.eclipse.jdt.core.dom.CompilationUnit,23,2,15,9,666,0,16,95,344.0,37.0,68,12,0,1.0,21,120.0,100.0,120,31,0,12,3335.0,544.0,27.7917,2024.0,588.0,16.8667,1311.0,125.0,10.925,333.143,131.366,0
org.eclipse.jdt.core.dom.ExpressionStatement,5,3,1,4,66,0,3,95,72.0,12.0,73,2,0,0.0,3,39.0,19.0,38,13,0,7,359.0,135.0,9.44737,216.0,135.0,5.68421,143.0,58.0,3.76316,333.143,71.4314,0
org.eclipse.jdt.internal.core.search.matching.PossibleMatch,13,2,2,12,91,0,11,1,112.0,14.0,12,3,2,6.0,9,50.0,36.0,38,3,0,9,161.0,27.0,4.23684,138.0,21.0,3.63158,23.0,14.0,0.605263,248.143,67.559,0
org.eclipse.jdt.internal.compiler.lookup.ArrayBinding,24,3,19,7,276,0,6,40,190.0,24.0,71,0,0,5.0,24,70.0,61.0,81,7,0,9,796.0,143.0,9.82716,565.0,143.0,6.97531,231.0,47.0,2.85185,367.0,132.518,0
org.eclipse.jdt.core.formatter.DefaultCodeFormatterConstants,4,1,3,1,45,0,276,0,177.0,10.0,8,1,0,0.0,10,26.0,41.0,119,55,0,9,8425.0,2042.0,70.7983,2635.0,594.0,22.1429,5790.0,2013.0,48.6555,246.571,30.3109,1
org.eclipse.jdt.internal.compiler.ast.JavadocArgumentExpression,10,4,1,9,15,0,2,384,66.0,6.0,69,0,1,2.0,5,32.0,20.0,37,7,0,8,120.0,16.0,3.24324,101.0,29.0,2.72973,19.0,9.0,0.513513,239.143,61.5,0
org.eclipse.jdt.internal.core.jdom.DOMField,15,4,2,14,741,0,4,50,328.0,39.0,176,0,0,0.0,13,195.0,85.0,42,6,0,7,1347.0,618.0,32.0714,1432.0,637.0,34.0952,-85.0,5.0,-2.02381,367.0,35.6825,0
org.eclipse.jdt.internal.compiler.util.HashtableOfObjectToInt,8,1,6,2,45,0,4,0,117.0,10.0,16,0,1,4.0,9,24.0,30.0,7,2,0,3,64.0,25.0,9.14286,49.0,26.0,7.0,15.0,8.0,2.14286,184.571,24.154,0
org.eclipse.jdt.core.util.ClassFileBytesDisassembler,0,1,0,0,1,1,5,0,0.0,2.0,8,0,0,0.0,2,2.0,0.0,11,6,0,5,39.0,8.0,3.54545,14.0,5.0,1.27273,25.0,7.0,2.27273,288.143,107.689,0
org.eclipse.jdt.internal.codeassist.complete.CompletionParser,78,3,2,76,21115,0,94,427,4390.0,206.0,96,1,27,23.0,28,1156.0,1148.0,244,19,0,8,10254.0,1386.0,42.0246,5777.0,1386.0,23.6762,4477.0,564.0,18.3484,367.0,132.341,1
org.eclipse.jdt.internal.core.search.matching.LocalVariableLocator,4,3,1,4,28,0,0,69,65.0,8.0,37,0,1,0.0,2,21.0,27.0,29,4,0,8,172.0,63.0,5.93103,146.0,75.0,5.03448,26.0,7.0,0.896552,243.0,22.7566,1
org.eclipse.jdt.core.dom.PrimitiveType,7,3,5,2,78,0,13,95,59.0,13.0,76,3,0,0.0,4,31.0,16.0,34,12,0,7,433.0,238.0,12.7353,303.0,238.0,8.91176,130.0,60.0,3.82353,333.143,55.2118,0
org.eclipse.jdt.internal.compiler.impl.DoubleConstant,5,2,4,1,66,0,1,152,39.0,12.0,41,1,1,0.0,11,14.0,13.0,37,6,0,6,252.0,66.0,6.81081,258.0,66.0,6.97297,-6.0,12.0,-0.162162,367.0,45.5635,0
org.eclipse.jdt.internal.eval.CodeSnippetEnvironment,3,1,1,2,6,0,2,14,17.0,4.0,11,0,0,2.0,4,9.0,5.0,20,6,0,4,187.0,89.0,9.35,179.0,89.0,8.95,8.0,6.0,0.4,367.0,47.6921,0
org.eclipse.jdt.internal.core.jdom.DOMNode,21,2,11,11,1378,4,24,7,482.0,53.0,35,0,1,0.0,21,194.0,125.0,38,6,0,7,1976.0,971.0,52.0,2022.0,971.0,53.2105,-46.0,10.0,-1.21053,367.0,35.1962,0
org.eclipse.jdt.internal.core.JarEntryResource,9,2,4,6,66,2,2,0,57.0,12.0,5,0,0,0.0,10,30.0,20.0,2,0,0,1,11.0,11.0,5.5,1.0,1.0,0.5,10.0,10.0,5.0,66.7143,0.714286,0
org.eclipse.jdt.internal.compiler.ast.LongLiteralMinValue,0,7,0,0,1,0,2,386,7.0,2.0,86,0,0,0.0,2,2.0,2.0,18,3,0,4,80.0,27.0,4.44444,101.0,33.0,5.61111,-21.0,6.0,-1.16667,367.0,80.5321,0
org.eclipse.jdt.internal.eval.VariablesEvaluator,9,2,1,9,21,0,0,19,255.0,7.0,15,0,1,0.0,0,77.0,39.0,46,4,0,6,943.0,310.0,20.5,964.0,310.0,20.9565,-21.0,10.0,-0.456522,367.0,34.3077,0
org.eclipse.jdt.core.dom.FieldAccess,4,3,1,4,105,0,5,95,109.0,15.0,73,3,0,0.0,6,55.0,28.0,42,14,0,7,539.0,170.0,12.8333,289.0,170.0,6.88095,250.0,74.0,5.95238,333.143,68.9268,0
org.eclipse.jdt.internal.compiler.batch.ClasspathSourceJar,1,3,1,0,1,0,1,23,7.0,2.0,28,1,0,0.0,2,3.0,2.0,6,3,0,2,23.0,10.0,3.83333,37.0,31.0,6.16667,-14.0,6.0,-2.33333,113.857,20.323,0
org.eclipse.jdt.internal.formatter.BinaryExpressionFragmentBuilder,2,2,1,1,36,0,3,0,42.0,9.0,11,1,3,2.0,5,21.0,11.0,31,11,0,5,562.0,75.0,18.129,312.0,65.0,10.0645,250.0,74.0,8.06452,264.857,34.1734,0
org.eclipse.jdt.internal.core.TypeParameter,13,4,7,6,55,1,2,52,57.0,11.0,127,0,0,0.0,9,31.0,16.0,16,6,0,6,130.0,22.0,8.125,51.0,20.0,3.1875,79.0,22.0,4.9375,198.143,50.2901,0
org.eclipse.jdt.internal.core.util.AnnotationComponentValue,6,2,2,4,91,0,14,13,131.0,14.0,31,14,0,0.0,13,37.0,29.0,14,3,0,3,443.0,180.0,31.6429,51.0,22.0,3.64286,392.0,180.0,28.0,222.857,13.5824,0
org.eclipse.jdt.internal.codeassist.complete.CompletionNodeFound,1,1,1,0,0,0,5,0,3.0,1.0,23,1,0,4.0,1,1.0,1.0,21,4,0,6,129.0,32.0,6.14286,110.0,32.0,5.2381,19.0,8.0,0.904762,367.0,100.924,0
org.eclipse.jdt.core.dom.Name,12,3,8,4,15,2,2,95,22.0,6.0,73,0,0,1.0,4,13.0,6.0,24,8,0,6,225.0,77.0,9.375,189.0,77.0,7.875,36.0,47.0,1.5,333.143,66.5175,0
org.eclipse.jdt.internal.formatter.comment.CommentRange,6,1,5,1,66,0,1,17,136.0,12.0,0,1,0,0.0,5,66.0,51.0,5,4,0,1,22.0,19.0,4.4,18.0,15.0,3.6,4.0,4.0,0.8,168.857,95.5909,0
org.eclipse.jdt.internal.compiler.ast.JavadocImplicitTypeReference,7,5,1,6,55,0,1,384,91.0,11.0,87,0,0,1.0,7,38.0,25.0,16,5,0,4,95.0,42.0,5.9375,91.0,22.0,5.6875,4.0,21.0,0.25,176.857,107.777,0
org.eclipse.jdt.internal.compiler.util.HashSetOfInt,4,1,1,3,28,0,3,0,94.0,8.0,16,0,1,3.0,7,18.0,24.0,2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,22.7143,19.7143,0
org.eclipse.jdt.internal.core.util.MementoTokenizer,14,1,12,2,3,0,18,0,80.0,3.0,8,18,0,0.0,3,11.0,24.0,9,4,0,5,18.0,4.0,2.0,11.0,4.0,1.22222,7.0,4.0,0.777778,217.143,86.3968,0
org.eclipse.jdt.internal.core.jdom.SimpleDOMBuilder,14,3,1,13,153,0,0,8,104.0,18.0,46,0,0,0.0,15,65.0,21.0,65,7,0,7,643.0,217.0,9.89231,787.0,324.0,12.1077,-144.0,13.0,-2.21538,367.0,60.7758,0
org.eclipse.jdt.internal.core.util.DefaultStackMapFrame,3,2,1,2,28,0,7,0,51.0,8.0,25,7,0,0.0,7,13.0,12.0,4,4,0,1,3.0,1.0,0.75,3.0,1.0,0.75,0.0,0.0,0.0,126.571,74.0476,0
org.eclipse.jdt.internal.formatter.FormatJavadocNode,5,1,5,0,28,3,6,78,27.0,8.0,8,0,0,0.0,4,12.0,7.0,5,2,0,1,40.0,19.0,8.0,1.0,1.0,0.2,39.0,18.0,7.8,9.14286,1.37143,0
org.eclipse.jdt.internal.core.search.matching.MatchLocatorParser,14,2,1,13,2080,1,4,402,681.0,65.0,8,1,0,3.0,2,237.0,223.0,109,15,0,8,2519.0,442.0,23.1101,1822.0,290.0,16.7156,697.0,213.0,6.3945,367.0,155.613,0
org.eclipse.jdt.core.dom.ParenthesizedExpression,6,3,3,3,66,0,3,95,71.0,12.0,73,2,0,0.0,3,37.0,19.0,36,13,0,7,351.0,130.0,9.75,208.0,130.0,5.77778,143.0,58.0,3.97222,333.143,72.3289,0
org.eclipse.jdt.internal.compiler.AbstractAnnotationProcessorManager,3,1,3,0,45,0,0,0,0.0,10.0,8,0,0,0.0,10,10.0,0.0,10,5,0,1,85.0,55.0,8.5,13.0,3.0,1.3,72.0,54.0,7.2,78.7143,15.4303,0
org.eclipse.jdt.internal.compiler.lookup.UpdatedMethodBinding,1,3,1,0,1,0,1,37,7.0,2.0,72,0,0,1.0,2,2.0,2.0,7,3,0,5,11.0,4.0,1.57143,8.0,4.0,1.14286,3.0,3.0,0.428571,264.857,94.5714,1
org.eclipse.jdt.core.dom.ArrayAccess,4,3,1,3,91,0,5,95,109.0,14.0,73,3,0,0.0,5,51.0,27.0,36,13,0,7,482.0,175.0,13.3889,288.0,175.0,8.0,194.0,76.0,5.38889,333.143,72.0033,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnStringLiteral,1,6,0,1,3,0,2,386,13.0,3.0,85,0,0,2.0,3,7.0,3.0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.714,0,0
org.eclipse.jdt.internal.core.hierarchy.RegionBasedTypeHierarchy,9,2,0,9,21,0,1,33,103.0,7.0,82,0,1,0.0,2,36.0,30.0,38,3,0,7,476.0,152.0,12.5263,395.0,152.0,10.3947,81.0,56.0,2.13158,367.0,105.485,0
org.eclipse.jdt.internal.core.PackageFragmentRoot,47,4,27,27,903,2,3,59,554.0,43.0,160,0,1,0.0,27,273.0,134.0,157,13,0,8,2349.0,392.0,14.9618,1852.0,392.0,11.7962,497.0,295.0,3.16561,367.0,94.4644,1
org.eclipse.jdt.core.util.CompilationUnitSorter,3,1,0,3,3,0,1,0,19.0,3.0,8,0,2,0.0,1,8.0,6.0,45,17,0,8,1126.0,157.0,25.0222,729.0,306.0,16.2,397.0,148.0,8.82222,281.714,67.46,0
org.eclipse.jdt.internal.compiler.ast.Annotation,33,4,19,16,45,3,5,384,357.0,10.0,69,1,1,3.0,9,94.0,118.0,78,15,1,7,1262.0,219.0,16.1795,1014.0,246.0,13.0,248.0,205.0,3.17949,255.714,64.8228,1
org.eclipse.jdt.internal.compiler.ast.JavadocFieldReference,7,6,2,5,15,1,4,394,87.0,6.0,107,0,0,4.0,5,34.0,25.0,44,10,0,7,244.0,31.0,5.54545,174.0,21.0,3.95455,70.0,17.0,1.59091,239.143,57.1985,1
org.eclipse.jdt.internal.codeassist.select.SelectionOnSingleNameReference,6,7,1,5,3,0,0,419,40.0,3.0,115,0,0,0.0,3,23.0,15.0,33,5,0,5,168.0,74.0,5.09091,141.0,74.0,4.27273,27.0,11.0,0.818182,367.0,67.8172,0
org.eclipse.jdt.internal.core.dom.rewrite.RewriteEventStore,22,1,6,16,903,0,12,0,474.0,43.0,8,5,13,4.0,30,273.0,133.0,25,7,0,8,1229.0,291.0,49.16,765.0,122.0,30.6,464.0,169.0,18.56,220.143,81.2442,0
org.eclipse.jdt.internal.compiler.ast.EmptyStatement,6,3,1,5,21,0,0,380,32.0,7.0,38,0,0,0.0,7,17.0,9.0,28,6,0,6,115.0,34.0,4.10714,75.0,34.0,2.67857,40.0,11.0,1.42857,351.857,72.0658,0
org.eclipse.jdt.internal.compiler.ClassFile,50,1,18,37,1891,1,22,249,6113.0,62.0,8,1,22,17.0,39,1095.0,1042.0,226,71,0,10,50221.0,3693.0,222.217,44127.0,2958.0,195.252,6094.0,2050.0,26.9646,367.0,91.0942,1
org.eclipse.jdt.internal.core.ClasspathChange,18,1,2,17,55,0,8,0,469.0,11.0,8,0,5,8.0,6,159.0,108.0,15,2,0,2,120.0,27.0,8.0,48.0,20.0,3.2,72.0,26.0,4.8,105.0,60.5952,1
org.eclipse.jdt.internal.compiler.ast.StringLiteral,6,5,1,5,36,3,2,384,72.0,9.0,76,0,0,2.0,9,29.0,19.0,38,7,0,6,496.0,105.0,13.0526,478.0,105.0,12.5789,18.0,9.0,0.473684,367.0,51.4145,0
org.eclipse.jdt.core.Signature,36,1,30,7,861,0,54,0,841.0,42.0,8,12,16,0.0,26,294.0,225.0,127,24,0,10,8666.0,1365.0,68.2362,5536.0,1365.0,43.5905,3130.0,546.0,24.6457,367.0,112.494,1
org.eclipse.jdt.internal.compiler.classfmt.AnnotationMethodInfoWithAnnotations,4,4,1,4,10,0,1,14,26.0,5.0,59,1,0,0.0,1,12.0,13.0,2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,127.0,69.2857,0
org.eclipse.jdt.internal.compiler.parser.RecoveryScanner,5,2,2,3,136,0,9,219,191.0,17.0,55,7,1,1.0,16,30.0,53.0,8,0,0,1,75.0,24.0,9.375,20.0,12.0,2.5,55.0,19.0,6.875,126.0,5.41524,0
org.eclipse.jdt.core.dom.Type,6,2,6,1,28,6,0,95,24.0,8.0,68,0,0,0.0,7,10.0,8.0,21,4,0,6,335.0,130.0,15.9524,253.0,130.0,12.0476,82.0,46.0,3.90476,333.143,71.0094,0
org.eclipse.jdt.core.CompletionRequestorAdapter,0,1,0,0,91,0,0,0,42.0,14.0,22,0,0,0.0,14,14.0,14.0,21,4,0,8,269.0,195.0,12.8095,229.0,194.0,10.9048,40.0,14.0,1.90476,325.857,146.125,0
org.eclipse.jdt.core.compiler.InvalidInputException,6,1,6,0,0,0,1,0,3.0,1.0,22,1,0,0.0,1,1.0,1.0,25,9,0,6,119.0,36.0,4.76,103.0,36.0,4.12,16.0,8.0,0.64,325.143,87.6999,0
org.eclipse.jdt.internal.core.dom.rewrite.LineCommentEndOffsets,5,1,1,4,6,0,2,0,51.0,4.0,8,2,1,0.0,3,15.0,15.0,3,2,0,2,5.0,3.0,1.66667,4.0,3.0,1.33333,1.0,1.0,0.333333,111.714,13.1714,0
org.eclipse.jdt.internal.compiler.parser.Scanner,47,1,38,9,1225,4,107,114,3449.0,50.0,8,2,3,44.0,41,374.0,1169.0,239,59,0,10,14272.0,3055.0,59.7155,13174.0,3055.0,55.1213,1098.0,269.0,4.59414,367.0,80.6008,1
org.eclipse.jdt.internal.compiler.ast.Initializer,12,5,5,7,36,0,4,400,81.0,9.0,65,0,0,4.0,9,32.0,23.0,54,9,0,6,525.0,115.0,9.72222,494.0,115.0,9.14815,31.0,21.0,0.574074,367.0,71.8171,0
org.eclipse.jdt.core.dom.VariableDeclarationStatement,11,3,5,7,171,0,10,95,155.0,19.0,73,6,0,0.0,7,75.0,40.0,58,13,0,7,905.0,215.0,15.6034,476.0,215.0,8.2069,429.0,132.0,7.39655,333.143,87.9662,0
org.eclipse.jdt.internal.core.search.matching.DeclarationOfReferencedMethodsPattern,2,5,2,0,0,0,2,83,7.0,1.0,57,0,0,0.0,1,2.0,1.0,31,8,0,7,212.0,105.0,6.83871,280.0,105.0,9.03226,-68.0,8.0,-2.19355,343.0,54.0222,1
org.eclipse.jdt.core.compiler.CharOperation,141,1,137,4,561,0,3,0,845.0,34.0,8,0,0,0.0,34,91.0,262.0,98,26,0,13,15621.0,3028.0,159.398,12538.0,3026.0,127.939,3083.0,751.0,31.4592,294.571,138.94,0
org.eclipse.jdt.internal.codeassist.CompletionElementNotifier,6,2,1,5,21,0,1,10,136.0,7.0,15,1,0,0.0,1,32.0,39.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0,0
org.eclipse.jdt.internal.core.search.indexing.BinaryIndexer,16,2,1,15,171,0,10,52,707.0,19.0,25,10,16,0.0,3,221.0,191.0,90,14,0,8,3173.0,548.0,35.2556,3015.0,610.0,33.5,158.0,76.0,1.75556,367.0,100.157,0
org.eclipse.jdt.internal.compiler.ast.CompilationUnitDeclaration,40,2,22,21,253,0,23,391,536.0,23.0,31,5,2,18.0,21,128.0,174.0,97,23,0,8,1990.0,289.0,20.5155,1403.0,289.0,14.4639,587.0,140.0,6.05155,367.0,139.257,1
org.eclipse.jdt.internal.compiler.ast.PrefixExpression,2,6,1,1,10,0,0,415,28.0,5.0,93,0,0,0.0,5,12.0,8.0,36,5,0,5,310.0,59.0,8.61111,307.0,59.0,8.52778,3.0,10.0,0.0833333,367.0,68.859,0
org.eclipse.jdt.core.dom.DefaultValuePairBinding,4,3,1,3,15,0,1,9,20.0,6.0,42,1,0,0.0,5,11.0,6.0,3,2,0,2,24.0,18.0,8.0,97.0,87.0,32.3333,-73.0,8.0,-24.3333,122.714,57.3929,0
org.eclipse.jdt.internal.core.search.matching.TypeDeclarationLocator,5,2,1,5,10,0,1,68,69.0,5.0,33,0,0,0.0,4,30.0,35.0,18,4,0,7,64.0,14.0,3.55556,33.0,10.0,1.83333,31.0,12.0,1.72222,248.571,58.0045,1
org.eclipse.jdt.internal.compiler.flow.FlowInfo,51,1,50,3,703,2,8,0,66.0,38.0,8,0,0,1.0,38,60.0,20.0,43,3,0,5,768.0,230.0,17.8605,467.0,87.0,10.8605,301.0,161.0,7.0,367.0,138.212,0
org.eclipse.jdt.core.dom.Block,15,3,12,3,55,0,3,95,47.0,11.0,73,2,0,0.0,2,29.0,13.0,29,9,0,7,276.0,113.0,9.51724,162.0,113.0,5.58621,114.0,52.0,3.93103,333.143,71.3131,0
org.eclipse.jdt.core.dom.MethodRefParameter,6,2,3,4,136,0,8,95,121.0,17.0,68,5,0,0.0,7,60.0,31.0,25,6,0,6,339.0,113.0,13.56,67.0,7.0,2.68,272.0,107.0,10.88,229.714,26.3936,0
org.eclipse.jdt.internal.core.search.IndexSelector,12,1,1,11,10,0,3,0,145.0,5.0,8,0,2,3.0,3,62.0,43.0,55,6,0,8,988.0,192.0,17.9636,975.0,192.0,17.7273,13.0,50.0,0.236364,367.0,112.65,1
org.eclipse.jdt.internal.compiler.ast.Wildcard,8,6,2,6,28,0,5,385,71.0,8.0,95,0,1,2.0,7,34.0,20.0,28,3,0,6,352.0,112.0,12.5714,113.0,36.0,4.03571,239.0,112.0,8.53571,240.857,45.5933,0
org.eclipse.jdt.core.dom.ArrayType,9,3,5,4,91,0,3,95,87.0,14.0,76,2,0,0.0,5,45.0,23.0,39,14,0,7,400.0,171.0,10.2564,255.0,171.0,6.53846,145.0,60.0,3.71795,333.143,66.5168,0
org.eclipse.jdt.core.search.FieldReferenceMatch,1,4,1,0,3,0,2,3,11.0,3.0,38,2,0,0.0,3,3.0,3.0,27,5,0,6,257.0,45.0,9.51852,114.0,44.0,4.22222,143.0,31.0,5.2963,227.571,46.5097,1
org.eclipse.jdt.core.search.SearchDocument,10,2,9,1,28,1,2,2,16.0,8.0,11,2,0,0.0,7,10.0,5.0,22,4,0,5,268.0,61.0,12.1818,99.0,30.0,4.5,169.0,31.0,7.68182,236.0,17.9238,1
org.eclipse.jdt.core.ToolFactory,12,1,1,11,15,0,2,0,63.0,6.0,8,0,0,0.0,6,25.0,15.0,95,18,0,8,845.0,75.0,8.89474,382.0,51.0,4.02105,463.0,61.0,4.87368,325.143,110.378,0
org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor,13,1,0,13,23005,0,17,0,1585.0,215.0,212,17,10,0.0,205,1156.0,265.0,56,17,0,7,3556.0,587.0,63.5,4880.0,1041.0,87.1429,-1324.0,307.0,-23.6429,322.714,115.126,1
org.eclipse.jdt.core.dom.ThrowStatement,5,3,1,4,66,0,3,95,72.0,12.0,73,2,0,0.0,3,39.0,19.0,38,13,0,7,356.0,130.0,9.36842,214.0,130.0,5.63158,142.0,58.0,3.73684,333.143,71.937,0
org.eclipse.jdt.internal.core.search.matching.InternalReferenceMatch,3,3,3,0,1,4,1,2,6.0,2.0,36,0,0,1.0,2,2.0,2.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2857,0,1
org.eclipse.jdt.internal.codeassist.complete.CompletionOnAnnotationMemberValuePair,5,6,1,4,3,0,1,389,32.0,3.0,83,0,0,1.0,3,13.0,8.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.714,0,0
org.eclipse.jdt.internal.codeassist.ThrownExceptionFinder,6,2,1,5,36,0,2,0,75.0,9.0,11,2,5,0.0,4,30.0,24.0,3,0,0,1,18.0,14.0,6.0,3.0,2.0,1.0,15.0,13.0,5.0,73.5714,3.79365,0
org.eclipse.jdt.internal.core.DefaultWorkingCopyOwner,1,2,0,1,3,0,2,0,10.0,3.0,13,0,1,1.0,2,5.0,4.0,23,3,0,6,81.0,19.0,3.52174,81.0,14.0,3.52174,0.0,17.0,0.0,261.571,28.3104,0
org.eclipse.jdt.internal.compiler.impl.ByteConstant,3,2,3,0,66,0,1,152,37.0,12.0,41,1,1,0.0,11,14.0,12.0,35,6,0,6,179.0,54.0,5.11429,201.0,54.0,5.74286,-22.0,5.0,-0.628571,367.0,58.2705,0
org.eclipse.jdt.internal.core.AnnotatableInfo,1,4,1,0,0,3,1,7,0.0,1.0,25,0,0,0.0,1,1.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8571,0,0
org.eclipse.jdt.internal.core.util.ExceptionAttribute,4,3,1,3,6,0,3,1,31.0,4.0,32,3,0,0.0,3,10.0,7.0,19,6,0,5,47.0,9.0,2.47368,64.0,9.0,3.36842,-17.0,7.0,-0.894737,322.714,48.6717,0
org.eclipse.jdt.core.dom.Initializer,9,3,3,6,136,0,7,97,125.0,17.0,84,3,0,0.0,3,63.0,35.0,53,13,0,7,697.0,175.0,13.1509,418.0,175.0,7.88679,279.0,160.0,5.26415,333.143,84.9543,0
org.eclipse.jdt.internal.codeassist.impl.AssistImportContainer,3,5,2,1,3,0,1,52,10.0,3.0,138,1,0,0.0,2,5.0,3.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0,0
org.eclipse.jdt.internal.core.MoveElementsOperation,1,4,1,0,3,1,0,34,9.0,3.0,84,0,0,0.0,1,3.0,3.0,28,4,0,5,105.0,45.0,3.75,103.0,45.0,3.67857,2.0,6.0,0.0714286,367.0,59.0014,0
org.eclipse.jdt.internal.compiler.parser.RecoveredStatement,4,2,1,3,21,3,1,4,23.0,7.0,33,0,0,1.0,7,11.0,8.0,30,4,0,5,132.0,55.0,4.4,136.0,55.0,4.53333,-4.0,7.0,-0.133333,367.0,50.4026,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodName,6,4,1,5,3,0,1,410,31.0,3.0,66,0,0,1.0,3,16.0,9.0,15,4,0,4,144.0,60.0,9.6,145.0,60.0,9.66667,-1.0,10.0,-0.0666667,347.857,51.7669,0
org.eclipse.jdt.core.dom.ClassInstanceCreation,8,3,2,7,276,0,14,95,208.0,24.0,73,8,0,0.0,12,104.0,54.0,66,16,0,9,1416.0,249.0,21.4545,763.0,249.0,11.5606,653.0,147.0,9.89394,333.143,87.7899,0
org.eclipse.jdt.internal.core.builder.MissingSourceFileException,1,1,1,0,0,0,2,0,3.0,1.0,23,1,0,0.0,1,1.0,1.0,11,4,0,5,27.0,10.0,2.45455,20.0,5.0,1.81818,7.0,5.0,0.636364,321.714,71.4709,0
org.eclipse.jdt.internal.compiler.env.EnumConstantSignature,5,1,4,1,6,0,2,0,17.0,4.0,8,0,0,2.0,4,8.0,4.0,2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,127.0,69.2857,0
org.eclipse.jdt.internal.compiler.ast.TypeReference,43,4,36,10,153,3,0,384,144.0,18.0,69,0,0,0.0,14,72.0,48.0,70,8,0,9,809.0,102.0,11.5571,625.0,102.0,8.92857,184.0,51.0,2.62857,367.0,157.035,0
org.eclipse.jdt.internal.compiler.impl.CompilerStats,3,1,3,0,3,0,7,0,9.0,3.0,8,0,0,7.0,3,4.0,4.0,2,0,0,2,1.0,1.0,0.5,6.0,6.0,3.0,-5.0,0.0,-2.5,14.5714,5.0,0
org.eclipse.jdt.internal.codeassist.select.SelectionScanner,3,2,1,2,3,0,3,219,31.0,3.0,55,0,0,3.0,3,7.0,10.0,34,4,0,5,163.0,68.0,4.79412,164.0,68.0,4.82353,-1.0,5.0,-0.0294118,367.0,47.3216,0
org.eclipse.jdt.core.dom.PackageDeclaration,13,2,7,7,136,0,8,95,130.0,17.0,68,4,0,1.0,7,66.0,36.0,48,12,0,9,778.0,144.0,16.2083,318.0,144.0,6.625,460.0,94.0,9.58333,333.143,90.6761,0
org.eclipse.jdt.internal.compiler.ast.CaseStatement,13,3,2,11,21,0,2,380,96.0,7.0,38,0,0,2.0,7,46.0,34.0,42,6,0,7,262.0,115.0,6.2381,204.0,115.0,4.85714,58.0,14.0,1.38095,270.143,138.27,0
org.eclipse.jdt.internal.compiler.ASTVisitor,2,1,2,0,3,18,0,0,9.0,3.0,8,0,0,0.0,3,3.0,3.0,24,8,0,5,1171.0,357.0,48.7917,585.0,217.0,24.375,586.0,306.0,24.4167,238.429,63.1014,0
org.eclipse.jdt.internal.compiler.ast.Literal,7,4,6,2,21,3,0,384,25.0,7.0,69,0,0,0.0,7,13.0,5.0,21,4,0,5,157.0,38.0,7.47619,135.0,38.0,6.42857,22.0,7.0,1.04762,367.0,77.6069,0
org.eclipse.jdt.internal.compiler.lookup.ProblemFieldBinding,8,4,8,0,1,0,2,35,9.0,2.0,47,1,0,1.0,2,2.0,2.0,23,6,0,6,100.0,35.0,4.34783,87.0,35.0,3.78261,13.0,6.0,0.565217,367.0,85.0928,0
